timestamp_nsec,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5
1728462895438286000,0,736,457,0,398,392
1728462895439127000,64,780,343,0,434,290
1728462895439968000,117,808,241,40,454,209
1728462895440810000,224,806,138,101,474,141
1728462895441652000,320,745,0,161,476,154
1728462895442494000,490,736,0,240,444,0
1728462895443335000,596,658,0,312,395,0
1728462895444176000,634,554,0,388,350,0
1728462895445017000,710,433,0,448,290,0
1728462895445858000,760,327,71,500,210,1
1728462895446700000,789,226,157,548,144,42
1728462895447542000,781,137,256,560,98,101
1728462895448383000,743,29,373,566,88,183
1728462895449225000,684,0,476,549,0,266
1728462895450067000,762,304,64,533,363,0
1728462895451751000,796,79,265,637,125,64
1728462895452593000,818,42,405,667,101,146
1728462895453435000,677,0,493,659,53,239
1728462895454276000,596,0,594,625,11,333
1728462895455117000,497,0,693,570,0,423
1728462895455958000,401,13,773,488,0,501
1728462895456800000,306,82,832,414,0,576
1728462895457642000,180,170,847,322,26,623
1728462895458484000,96,265,837,229,84,676
1728462895459326000,23,369,789,149,145,690
1728462895460168000,0,488,704,82,218,690
1728462895461010000,8,581,599,18,289,576
1728462895461851000,0,780,520,0,363,532
1728462895462692000,1,798,415,0,427,469
1728462895463534000,77,784,297,0,488,404
1728462895464376000,162,810,209,4,514,309
1728462895465218000,264,794,100,64,551,224
1728462895466060000,367,771,28,145,565,149
1728462895466902000,474,687,0,235,546,66
1728462895467743000,546,593,0,369,501,17
1728462895468584000,634,503,0,448,442,0
1728462895469425000,716,389,27,465,368,0
1728462895470267000,747,290,101,526,292,0
1728462895471109000,770,250,193,588,224,18
1728462895471951000,749,88,381,642,194,101
1728462895472793000,733,21,369,658,90,202
1728462895473635000,661,0,524,653,39,266
1728462895474476000,576,0,637,617,0,354
1728462895475317000,480,0,725,559,0,436
1728462895476159000,362,29,788,474,0,535
1728462895477000000,256,104,847,383,0,578
1728462895477842000,162,186,847,293,40,634
1728462895478684000,86,282,821,202,70,676
1728462895479375000,10,393,789,136,161,683
1728462895480217000,0,501,708,136,229,690
1728462895481058000,0,598,637,64,308,634
1728462895481899000,0,687,522,21,367,538
1728462895482740000,22,752,397,0,437,474
1728462895483582000,98,791,270,0,489,370
1728462895484424000,178,809,173,25,529,277
1728462895485266000,279,778,79,87,552,199
1728462895486108000,398,743,9,165,561,117
1728462895486950000,504,680,0,251,535,57
1728462895487791000,599,580,0,349,487,0
1728462895488632000,687,562,0,426,430,0
1728462895489474000,736,396,36,502,356,0
1728462895490315000,805,293,89,576,331,0
1728462895491157000,777,82,202,639,269,23
1728462895491999000,779,40,306,631,97,101
1728462895492793000,721,8,436,662,82,183
1728462895493635000,644,0,553,649,41,287
1728462895494476000,555,0,658,607,0,378
1728462895495317000,455,0,739,546,0,457
1728462895496159000,346,46,801,450,0,542
1728462895497000000,220,132,857,345,0,612
1728462895497842000,139,229,853,269,41,657
1728462895498684000,50,322,828,188,116,677
1728462895499526000,1,431,738,107,186,694
1728462895500368000,8,530,661,37,235,601
1728462895501209000,0,750,576,10,334,565
1728462895502050000,0,817,469,10,407,500
1728462895502891000,36,762,370,0,458,455
1728462895503733000,121,794,249,0,506,352
1728462895504575000,221,808,146,34,549,269
1728462895505417000,314,784,68,113,553,178
1728462895506231000,420,728,5,192,554,92
1728462895507073000,493,648,1,329,526,64
1728462895507914000,594,550,0,389,477,0
1728462895508755000,676,458,0,432,415,0
1728462895509597000,757,346,55,512,343,0
1728462895510438000,775,257,136,567,258,0
1728462895511280000,783,149,335,624,224,58
1728462895512122000,741,45,266,650,133,216
1728462895512964000,698,1,462,658,69,216
1728462895513805000,623,0,580,634,17,320
1728462895514646000,535,0,676,593,0,397
1728462895515487000,434,2,760,513,0,476
1728462895516329000,312,56,823,440,0,561
1728462895517171000,210,125,834,337,9,612
1728462895518013000,122,239,853,248,31,665
1728462895518855000,50,353,820,180,121,690
1728462895519681000,0,462,760,97,197,673
1728462895520522000,0,562,696,98,277,680
1728462895521363000,0,637,609,57,338,594
1728462895522204000,0,722,448,0,405,505
1728462895523046000,64,782,343,0,471,431
1728462895523888000,145,802,225,1,509,329
1728462895524730000,235,810,117,53,546,245
1728462895525572000,341,767,54,130,557,162
1728462895526414000,448,706,0,208,547,79
1728462895527255000,565,626,0,299,511,23
1728462895528096000,641,529,0,377,457,0
1728462895528937000,714,455,11,466,385,0
1728462895529779000,764,351,65,538,325,0
1728462895530621000,764,109,162,590,327,2
1728462895531463000,809,55,237,650,226,58
1728462895532305000,837,17,400,665,67,149
1728462895533154000,682,0,493,656,56,234
1728462895533995000,597,0,607,630,8,322
1728462895534836000,501,0,699,576,0,417
1728462895535677000,404,16,776,498,0,506
1728462895536518000,290,71,825,418,0,576
1728462895537359000,188,164,834,293,32,629
1728462895538200000,107,274,841,224,73,674
1728462895539042000,18,373,802,160,146,683
1728462895539884000,0,484,751,82,224,680
1728462895540726000,0,570,538,10,288,730
1728462895541567000,0,671,469,0,383,628
1728462895542408000,68,760,381,0,421,406
1728462895543250000,79,794,303,0,476,402
1728462895544092000,158,813,206,20,520,308
1728462895544934000,265,793,106,69,554,220
1728462895545776000,370,761,20,142,565,146
1728462895546633000,487,704,0,224,539,79
1728462895547474000,660,599,3,322,490,9
1728462895548315000,706,510,0,405,437,0
1728462895549156000,706,394,34,517,373,0
1728462895549998000,746,274,93,578,293,0
1728462895550840000,725,183,178,545,221,11
1728462895551682000,738,154,314,619,158,78
1728462895552524000,712,20,500,665,106,162
1728462895553366000,666,0,523,661,50,259
1728462895554207000,576,0,629,619,1,351
1728462895555048000,484,0,723,565,0,437
1728462895555890000,370,30,795,470,0,522
1728462895556731000,266,100,839,381,0,589
1728462895557573000,162,201,858,300,37,644
1728462895558415000,74,290,837,201,96,669
1728462895559257000,10,394,777,139,165,678
1728462895560100000,0,482,705,75,209,661
1728462895560941000,82,584,656,25,277,617
1728462895561782000,57,681,527,0,357,548
1728462895562623000,0,753,377,18,429,477
1728462895563464000,106,792,270,0,501,379
1728462895564306000,197,813,173,21,543,289
1728462895565148000,286,788,82,89,546,196
1728462895565990000,397,748,13,167,559,122
1728462895566832000,495,673,2,257,537,56
1728462895567673000,591,576,0,345,489,64
1728462895568514000,679,490,0,426,433,69
1728462895569355000,746,372,34,496,363,18
1728462895570197000,810,268,79,564,271,0
1728462895571039000,801,277,199,658,226,0
1728462895571881000,778,13,324,634,226,94
