timestamp_nsec,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5
1728461222928628000,708,43,431,8,33,5
1728461222929469000,639,18,606,29,21,66
1728461222930310000,601,0,607,29,26,0
1728461222931151000,448,0,739,28,22,23
1728461222931992000,338,37,809,32,20,26
1728461222932833000,226,117,842,21,21,23
1728461222933675000,191,210,855,149,0,82
1728461222939566000,75,786,321,5,48,155
1728461222940407000,160,810,210,0,74,138
1728461222941248000,253,800,116,0,90,121
1728461222942089000,373,778,49,0,98,104
1728461222942930000,472,704,0,0,129,86
1728461222943771000,553,621,0,0,126,56
1728461222944612000,642,532,0,11,137,21
1728461222945453000,706,320,1,14,192,0
1728461222946294000,890,279,98,72,92,0
1728461222947136000,713,192,185,126,104,7
1728461222947977000,768,101,270,113,94,0
1728461222948818000,737,33,383,133,84,0
1728461222949659000,669,0,508,145,56,0
1728461222950500000,582,0,625,162,29,2
1728461222951341000,484,0,725,168,11,21
1728461222952182000,455,5,791,160,0,39
1728461222953023000,245,93,839,184,0,79
1728461222953864000,158,170,849,142,0,98
1728461222954705000,80,276,832,127,0,161
1728461222955546000,14,416,763,109,0,90
1728461222956387000,0,410,714,64,50,141
1728461222957228000,5,589,637,64,0,141
1728461222958069000,0,691,519,21,16,160
1728461222958910000,18,754,415,6,29,154
1728461222959751000,87,795,287,0,64,146
1728461222960653000,182,816,188,0,75,137
1728461222961494000,277,796,93,0,104,126
1728461222962335000,399,736,17,0,114,89
1728461222963176000,500,677,0,0,113,64
1728461222964017000,589,592,0,10,138,40
1728461222964858000,651,509,0,16,122,27
1728461222965699000,727,409,96,42,138,2
1728461222966540000,834,285,78,65,113,0
1728461222967382000,789,64,192,77,170,0
1728461222968223000,770,82,309,116,85,0
1728461222969064000,725,22,417,133,69,0
1728461222969905000,656,0,544,149,41,1
1728461222970746000,569,0,631,160,29,1
1728461222971587000,462,0,729,160,10,22
1728461222972428000,354,117,785,167,4,37
1728461222973269000,248,96,836,153,23,81
1728461222973988000,205,197,847,141,0,109
1728461222974829000,53,305,832,111,0,130
1728461222975670000,0,418,783,85,0,161
1728461222976511000,0,498,619,64,0,240
1728461222977352000,4,610,562,36,0,101
1728461222978193000,0,704,500,18,15,170
1728461222979034000,27,757,382,8,41,157
1728461222979875000,106,800,267,0,71,148
1728461222980716000,204,805,174,0,93,134
1728461222981557000,299,783,75,0,105,114
1728461222982398000,424,744,8,0,122,85
1728461222983239000,514,660,0,0,122,32
1728461222984080000,612,565,0,11,133,25
1728461222984921000,709,473,13,30,126,16
1728461222985762000,687,354,75,101,114,0
1728461222986603000,779,322,148,64,112,0
1728461222987440000,798,165,225,98,90,52
1728461222988281000,776,72,342,129,84,0
1728461222989122000,719,14,456,142,64,0
1728461222989963000,633,0,566,158,37,0
1728461222990804000,541,0,663,158,17,14
1728461222991645000,448,0,746,167,9,36
1728461222992486000,322,47,803,153,0,57
1728461222993327000,226,130,826,146,0,149
