timestamp_nsec,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5
1728461646809352000,448,0,684,508,75,135
1728461646810194000,350,33,802,509,28,178
1728461646811036000,242,112,840,482,0,250
1728461646811877000,151,202,844,448,0,325
1728461646812719000,64,306,820,386,0,394
1728461646813560000,0,414,775,325,0,433
1728461646814401000,0,530,685,235,4,489
1728461646815243000,0,627,604,160,46,501
1728461646816085000,766,74,306,165,0,64
1728461646824500000,0,525,700,0,88,111
1728461646825341000,0,619,599,0,109,98
1728461646826182000,0,709,498,0,111,76
1728461646827023000,33,767,375,5,122,36
1728461646827864000,106,801,261,21,130,32
1728461646828706000,181,775,151,46,119,0
1728461646829547000,304,775,66,68,117,0
1728461646830389000,402,736,0,94,98,0
1728461646831230000,498,647,0,114,81,0
1728461646832071000,581,577,0,107,65,4
1728461646832912000,679,485,0,136,50,0
1728461646833753000,758,382,106,154,26,21
1728461646834594000,778,242,127,158,10,23
1728461646835435000,778,145,232,157,0,53
1728461646836276000,754,64,342,154,0,64
1728461646837117000,704,2,463,143,0,92
1728461646837958000,632,0,576,125,0,116
1728461646838799000,504,0,670,139,0,121
1728461646839640000,413,0,757,66,0,136
1728461646840481000,309,55,819,50,0,148
1728461646841322000,218,141,900,29,20,150
1728461646842163000,160,242,807,9,52,194
1728461646843004000,50,433,823,34,71,127
1728461646843916000,0,406,763,0,107,132
1728461646844757000,0,552,676,0,97,114
1728461646845597000,0,644,569,0,116,79
1728461646846438000,0,725,465,0,116,57
1728461646847279000,47,777,346,18,121,34
1728461646848120000,130,815,239,18,121,5
1728461646848961000,216,805,146,45,121,1
1728461646849802000,333,773,49,71,114,0
1728461646850643000,436,729,0,98,100,0
1728461646851483000,554,636,0,104,154,0
1728461646852324000,641,491,0,146,104,0
1728461646853165000,832,429,34,154,30,0
1728461646854006000,749,322,66,157,21,0
1728461646854847000,786,224,154,170,9,17
1728461646855688000,778,132,258,154,0,42
1728461646856529000,744,50,370,149,0,64
1728461646857261000,685,0,485,135,0,87
1728461646858102000,612,0,579,120,0,93
1728461646858943000,518,52,686,93,0,116
1728461646859784000,410,0,767,71,36,130
1728461646860625000,307,64,826,52,0,149
1728461646861466000,261,146,825,74,0,159
1728461646862307000,55,250,832,0,34,126
1728461646863148000,10,367,794,0,45,117
1728461646863989000,0,477,748,0,82,121
1728461646864830000,0,578,655,0,96,98
1728461646865671000,0,664,549,0,104,79
1728461646866512000,10,741,437,0,106,64
1728461646867353000,73,783,322,11,114,29
1728461646868194000,165,803,218,34,122,4
1728461646869036000,242,808,125,58,117,5
1728461646869877000,351,771,41,69,106,0
1728461646870695000,463,712,0,94,100,0
1728461646871536000,543,650,64,113,85,0
1728461646872377000,645,509,0,126,78,49
1728461646873218000,746,412,0,129,10,0
1728461646874059000,762,299,90,159,20,2
1728461646874900000,792,201,178,162,10,23
1728461646875741000,778,107,282,154,0,47
1728461646876582000,736,36,402,149,0,69
1728461646877423000,671,0,509,138,0,96
1728461646878264000,572,0,619,101,0,114
