timestamp_nsec,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5
1728464577465509000,2371,41,1301,1534,5,985
1728464577466350000,1966,4,1648,1376,0,1166
1728464577467192000,1712,0,1960,1146,0,1344
1728464577468034000,1415,0,2207,905,0,1489
1728464577468876000,1073,97,2581,660,74,1615
1728464577469719000,749,360,2656,481,277,1703
1728464577470562000,452,645,2679,306,468,1728
1728464577471405000,201,960,2624,175,669,1693
1728464577472247000,23,1287,2516,65,853,1561
1728464577473089000,0,1577,2101,4,1012,1383
1728464577473930000,0,1863,1816,42,1139,1146
1728464577474772000,0,2324,1489,31,1239,898
1728464577475614000,130,2703,1130,105,1344,650
1728464577476457000,341,2926,782,290,1378,471
1728464577477300000,612,2938,488,437,1380,267
1728464577478142000,903,2767,188,692,1321,157
1728464577478984000,1294,2474,13,944,1206,13
1728464577479825000,1576,1974,2,1137,1050,0
1728464577480667000,1864,1691,11,1291,856,0
1728464577481509000,2311,1398,1,1417,645,10
1728464577482351000,2447,1056,173,1536,482,117
1728464577483194000,2521,737,411,1620,321,322
1728464577484036000,2503,444,727,1648,192,554
1728464577484879000,2450,194,1045,1608,89,808
1728464577485721000,2334,13,1394,1504,0,1028
1728464577486563000,1868,20,1793,1298,25,1231
1728464577487405000,1592,13,2097,1061,36,1397
1728464577488247000,1303,47,2510,840,48,1515
1728464577489089000,984,178,2607,627,161,1650
1728464577489931000,673,426,2675,428,324,1715
1728464577490774000,383,716,2667,274,522,1728
1728464577491616000,919,189,2591,905,34,1660
1728464577492458000,595,462,2656,676,171,1826
1728464577493300000,363,740,2666,532,370,1890
1728464577494143000,133,1066,2594,359,576,1915
1728464577494985000,0,1399,2463,210,786,1840
1728464577495826000,0,1686,1998,78,963,1688
1728464577496668000,0,1959,1685,0,1129,1465
1728464577497509000,9,2480,1350,0,1252,1192
1728464577498351000,193,2781,999,0,1392,935
1728464577499194000,450,2933,656,128,1484,705
1728464577500037000,750,2915,414,343,1546,501
1728464577500879000,1060,2675,192,591,1554,322
1728464577501721000,1398,2344,96,842,1482,161
1728464577502563000,1666,1871,85,1064,1336,48
1728464577503404000,1952,1588,0,1248,1122,0
1728464577504245000,2366,1272,39,1408,892,0
1728464577505087000,2456,940,253,1574,688,29
1728464577505976000,2520,631,514,1704,516,202
1728464577506819000,2508,343,832,1808,362,404
1728464577507661000,2404,117,1167,1831,229,681
1728464577508503000,2255,18,1524,1753,87,949
1728464577509345000,1769,18,1836,1601,0,1175
1728464577510186000,1504,0,2136,1400,7,1352
1728464577511027000,1181,66,2566,1125,21,1537
1728464577511869000,837,253,2684,866,101,1714
1728464577512712000,554,520,2710,666,247,1833
1728464577513554000,299,820,2644,484,413,1897
1728464577514397000,70,1148,2569,331,633,1901
1728464577515239000,0,1472,2338,169,832,1798
1728464577516081000,0,1771,1928,38,1006,1628
1728464577516923000,0,2026,1602,4,1166,1392
1728464577517764000,56,2582,1234,0,1297,1191
1728464577518606000,265,2839,944,25,1424,936
1728464577519382000,520,2938,577,193,1504,685
1728464577520225000,849,2865,267,410,1551,490
1728464577521067000,1204,2625,53,677,1508,213
1728464577521909000,1482,2127,0,911,1407,58
1728464577522751000,1760,1812,0,1122,1260,0
1728464577523593000,2017,1496,4,1301,1064,0
1728464577524434000,2402,1182,89,1464,842,0
1728464577525276000,2496,847,320,1607,637,64
1728464577526119000,2528,534,603,1747,474,248
1728464577526961000,2496,272,921,1817,327,489
1728464577527804000,2371,79,1253,1831,192,738
1728464577528646000,2012,13,1600,1735,66,993
1728464577529488000,1729,11,1916,1571,0,1203
1728464577530330000,1403,101,2183,1336,4,1347
1728464577531171000,1080,203,2552,1083,0,1538
1728464577532013000,749,425,2656,818,113,1702
1728464577532848000,500,600,2679,617,264,1857
1728464577533691000,244,916,2635,430,480,1907
1728464577534534000,32,1251,2535,287,682,1889
1728464577535376000,0,1554,2146,128,879,1770
1728464577536218000,0,1842,1852,7,1038,1583
1728464577537059000,0,2051,1537,0,1261,1313
1728464577537901000,101,2689,1172,0,1331,1048
1728464577538743000,333,2866,832,55,1492,803
1728464577539586000,600,2940,511,242,1544,600
1728464577540429000,946,2792,238,480,1477,399
1728464577541272000,1249,2511,34,736,1452,220
1728464577542114000,1570,1963,5,964,1317,66
1728464577542955000,1826,1730,0,1167,1212,0
1728464577543797000,2110,1426,0,1344,1002,0
1728464577544638000,2423,1088,139,1504,786,0
1728464577545480000,2505,767,376,1646,601,110
1728464577546329000,2519,473,671,1763,439,293
1728464577547172000,2472,207,1003,1829,293,543
1728464577548014000,2352,42,1350,1815,145,823
1728464577548856000,1924,0,1685,1693,34,1068
1728464577549698000,1649,4,1988,1504,0,1264
1728464577550539000,1479,0,2420,1272,0,1425
1728464577551381000,1054,138,2588,994,0,1608
1728464577552223000,810,373,2692,765,111,1760
1728464577553066000,418,686,2673,569,314,1872
1728464577553909000,178,993,2609,394,532,1908
1728464577554751000,1,1338,2504,244,726,1863
1728464577555593000,0,1625,2073,100,921,1721
1728464577556435000,0,1912,1763,0,1088,1515
1728464577557276000,0,2396,1436,43,1221,1249
1728464577558118000,146,2727,1085,31,1352,986
