timestamp_nsec,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5
1728464276508465000,1791,1778,0,335,650,85
1728464276509307000,2074,1512,0,448,602,0
1728464276510149000,2423,1142,106,559,517,0
1728464276510991000,2502,808,343,660,418,0
1728464276511833000,2520,505,634,738,332,5
1728464276512675000,2476,245,947,797,252,73
1728464276513517000,2371,50,1288,825,162,146
1728464276514359000,1948,64,1637,844,72,233
1728464276515201000,1688,40,1950,796,23,335
1728464276516043000,1399,31,2204,737,0,456
1728464276516885000,1069,150,2577,648,0,555
1728464276517727000,767,388,2648,535,24,650
1728464276518569000,458,533,2665,416,92,728
1728464276519411000,192,890,2622,350,129,784
1728464276520253000,10,1273,2517,226,149,825
1728464276521095000,0,1573,2105,123,239,820
1728464276521937000,0,1871,1813,64,327,773
1728464276522779000,0,2290,1494,5,424,715
1728464276523621000,129,2694,1136,0,496,635
1728464276524463000,363,2880,773,0,570,508
1728464276525305000,640,2920,476,18,640,422
1728464276526147000,960,2767,213,70,660,320
1728464276526989000,1298,2483,18,164,666,199
1728464276527831000,1530,1960,0,335,651,117
1728464276528673000,1753,1688,0,434,613,66
1728464276529515000,2247,1375,4,532,549,18
1728464276530356000,2435,1052,174,585,484,0
1728464276531198000,2520,733,401,681,407,0
1728464276532040000,2534,434,706,757,320,14
1728464276532882000,2451,180,1042,817,229,85
1728464276533724000,2331,10,1397,832,133,178
1728464276534566000,0,1776,1928,267,308,1303
1728464276535408000,0,2037,1600,151,450,1267
1728464276536250000,74,2564,1246,64,599,1188
1728464276537092000,279,2832,890,0,730,1072
1728464276537934000,532,2923,569,0,864,921
1728464276538776000,837,2840,290,0,960,824
1728464276539618000,1172,2580,46,43,1026,608
1728464276540460000,1472,2108,36,167,1061,423
1728464276541301000,1760,1801,0,312,1069,289
1728464276542143000,2019,1482,0,491,1029,177
1728464276542985000,2404,1168,45,671,980,70
1728464276543827000,2497,840,298,833,852,0
1728464276544669000,2512,523,601,988,709,0
1728464276545511000,2477,253,922,1117,569,0
1728464276546353000,2369,53,1257,1198,429,74
1728464276547195000,1968,8,1615,1270,270,197
1728464276548037000,1722,0,1931,1299,158,352
1728464276548820000,1404,0,2187,1280,58,516
1728464276549662000,1089,95,2556,1185,2,704
1728464276550504000,776,309,2635,1052,4,890
1728464276551346000,468,544,2656,914,17,1011
1728464276552188000,233,868,2627,721,0,1144
1728464276553030000,26,1213,2511,522,50,1241
1728464276553872000,25,1539,2120,377,206,1282
1728464276554714000,0,1840,1839,244,341,1293
1728464276555556000,0,2126,1518,118,489,1255
1728464276556398000,114,2653,1153,32,638,1166
1728464276557240000,345,2867,796,0,781,1033
1728464276558082000,608,2911,474,0,885,873
1728464276558924000,903,2781,220,16,974,697
1728464276559766000,1232,2496,14,96,1033,525
1728464276560608000,1538,1987,2,192,1066,347
1728464276561450000,1790,1728,0,325,1066,193
1728464276562214000,2252,1431,2,511,1023,125
1728464276563056000,2419,1141,161,698,922,20
1728464276563898000,2503,756,389,888,810,0
1728464276564739000,2506,448,672,1026,674,0
1728464276565581000,2452,202,1008,1136,530,0
1728464276566423000,2335,27,1355,1227,389,109
1728464276567265000,1907,0,1692,1277,245,236
1728464276568107000,1637,5,2016,1298,136,389
1728464276568949000,1328,0,2463,1259,53,566
1728464276569791000,1009,161,2588,1159,0,757
1728464276570633000,686,392,2662,1016,0,924
1728464276571475000,430,687,2632,844,0,1103
1728464276572317000,225,1016,2588,661,18,1102
1728464276573159000,0,1344,2471,498,117,1209
1728464276574001000,0,1640,2046,330,247,1291
1728464276574843000,0,1920,1752,206,372,1284
1728464276575699000,0,2421,1431,100,528,1239
1728464276576541000,167,2736,1050,9,676,1144
1728464276577383000,408,2900,717,0,804,989
1728464276578225000,687,2881,395,0,945,825
1728464276579068000,1016,2707,150,5,976,645
1728464276579910000,1344,2392,0,106,1032,470
1728464276580752000,1688,1914,0,249,1068,299
1728464276581594000,2027,1615,42,432,1010,156
1728464276582436000,2396,1311,70,597,965,73
1728464276583278000,2338,984,188,837,880,26
1728464276584120000,2517,662,466,929,770,0
1728464276584962000,2499,361,767,1066,629,0
1728464276585804000,2428,145,1107,1160,487,26
1728464276586646000,2296,0,1455,1248,344,133
1728464276587488000,1838,9,1791,1298,211,286
1728464276588330000,1551,10,2088,1288,110,438
1728464276589173000,1234,43,2511,1242,32,628
1728464276590015000,907,226,2620,1114,0,803
1728464276590857000,612,469,2667,977,0,974
1728464276591699000,330,767,2704,801,45,1116
1728464276592541000,101,1112,2605,623,55,1223
1728464276593383000,0,1454,2471,453,155,1260
1728464276594224000,0,1716,1969,301,281,1300
1728464276595066000,0,1986,1664,170,427,1283
1728464276595908000,29,2515,1322,78,566,1204
1728464276596750000,226,2792,971,1,715,1107
1728464276597592000,476,2919,625,0,837,960
1728464276598434000,772,2939,320,0,945,762
1728464276599276000,1094,2716,89,28,1014,596
1728464276600117000,1423,2317,16,138,1047,407
1728464276600959000,1708,1888,2,296,1072,261
1728464276601801000,1984,1438,0,442,1127,116
1728464276602650000,2369,1185,45,657,1025,21
1728464276603492000,2488,860,269,820,824,0
1728464276604334000,2519,581,538,967,727,0
1728464276605176000,2496,303,860,1093,600,0
1728464276606018000,2397,97,1191,1192,453,56
1728464276606860000,2136,17,1552,1258,296,169
1728464276607702000,1757,2,1879,1297,176,320
1728464276608544000,1480,0,2140,1283,85,490
1728464276609386000,1153,69,2543,1216,1,668
1728464276610228000,810,272,2642,1088,0,854
1728464276611070000,480,540,2672,960,0,1019
1728464276611911000,232,850,2656,788,0,1108
1728464276612753000,29,1172,2534,539,73,1226
1728464276613595000,0,1504,2224,395,192,1287
1728464276614437000,0,1806,1894,264,322,1291
1728464276615279000,0,2035,1574,146,462,1266
1728464276616132000,71,2606,1235,42,600,1196
1728464276616974000,280,2847,872,0,747,1060
1728464276617816000,549,2912,527,0,869,904
1728464276618658000,856,2810,313,0,960,741
1728464276619500000,1165,2552,98,55,1026,645
1728464276620342000,1476,2047,0,175,1065,421
1728464276621184000,1800,1760,0,330,1089,287
1728464276622026000,2065,1498,0,509,1034,85
1728464276622868000,2435,1157,69,682,974,73
1728464276623710000,2496,796,335,872,832,0
1728464276624552000,2522,487,629,1010,704,0
1728464276625394000,2473,250,946,1114,555,10
1728464276626236000,2365,51,1289,1209,424,73
1728464276627078000,1946,0,1635,1281,270,203
1728464276627920000,1696,4,1944,1297,160,340
1728464276628761000,1379,8,2194,1278,58,526
1728464276629609000,1042,130,2560,1173,0,692
1728464276630450000,761,340,2658,1050,0,886
1728464276631292000,462,719,2655,888,0,1000
1728464276632134000,213,971,2620,705,1,1109
1728464276632976000,2,1384,2511,530,103,1193
1728464276633818000,0,1571,2114,372,226,1285
1728464276634659000,0,1863,1829,224,345,1301
1728464276635501000,0,2311,1505,113,484,1249
1728464276636343000,119,2674,1143,29,641,1164
1728464276637184000,348,2887,784,0,779,1029
1728464276638026000,633,2977,463,0,901,856
1728464276638868000,931,2830,199,1,979,672
1728464276639710000,1264,2511,18,84,1039,496
1728464276640551000,1564,2032,0,210,1065,333
1728464276641393000,1852,1801,0,416,1068,160
1728464276642235000,2273,1489,0,576,1016,52
1728464276643073000,2408,1161,133,758,933,0
1728464276643915000,2503,724,393,897,796,0
1728464276644757000,2510,424,704,1040,668,0
1728464276645599000,2463,178,1017,1147,535,10
1728464276646441000,2334,20,1376,1235,377,122
1728464276647283000,1893,5,1721,1280,238,234
1728464276648125000,1619,2,2014,1299,124,393
1728464276648966000,1320,9,2469,1251,51,570
1728464276649808000,1001,183,2594,1150,0,765
1728464276650649000,673,413,2665,1012,0,925
1728464276651491000,429,761,2655,865,0,1040
1728464276652333000,201,1090,2616,658,33,1163
