timestamp_nsec,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5
1728463452713545000,766,69,1606,878,0,754
1728463452714387000,553,207,1698,744,0,874
1728463452715229000,360,383,1726,597,26,978
1728463452716071000,183,590,1690,448,99,1059
1728463452716913000,53,809,1605,333,218,1095
1728463452717755000,0,1026,1462,210,334,1103
1728463452718597000,0,1216,1266,94,458,1063
1728463452719439000,0,1400,1049,11,576,987
1728463452720281000,50,1540,865,0,679,948
1728463452721123000,212,1601,523,0,805,784
1728463452721965000,440,1662,334,0,868,482
1728463452722807000,597,1647,197,64,917,418
1728463452723649000,800,1510,54,175,938,301
1728463452724491000,1025,1376,0,308,932,174
1728463452725333000,1208,1193,0,454,866,67
1728463452726175000,1370,986,0,608,794,0
1728463452727017000,1530,768,93,729,686,0
1728463452727859000,1632,552,242,879,558,0
1728463452728701000,1575,352,440,986,426,5
1728463452729543000,1540,175,661,1017,320,93
1728463452730385000,1428,64,884,1037,209,234
1728463452731227000,1287,43,1132,1056,101,341
1728463452732069000,1125,0,1351,1029,50,498
1728463452732911000,917,0,1508,962,0,650
1728463452733753000,402,1635,328,2,1050,774
1728463452743020000,1253,0,1208,1376,200,394
1728463452743862000,1058,0,1381,1309,16,576
1728463452744704000,956,26,1601,1260,0,759
1728463452745546000,690,125,1699,1120,0,933
1728463452746388000,418,303,1728,957,0,1106
1728463452747230000,245,509,1716,756,20,1239
1728463452748072000,85,722,1653,583,122,1333
1728463452748914000,0,946,1506,415,260,1393
1728463452749756000,0,1141,1337,267,401,1385
1728463452750598000,0,1332,1170,138,557,1349
1728463452751440000,20,1475,898,42,708,1295
1728463452752282000,157,1580,647,0,852,1128
1728463452753124000,327,1648,426,0,974,891
1728463452753966000,493,1736,239,4,1088,697
1728463452754808000,746,1624,90,105,1155,522
1728463452755650000,929,1368,0,217,1225,363
1728463452756492000,1138,1272,0,377,1171,224
1728463452757334000,1322,1062,0,565,1110,93
1728463452758176000,1472,853,42,736,1021,4
1728463452759018000,1559,644,185,917,867,0
1728463452759860000,1590,424,375,1062,718,0
1728463452760702000,1570,234,578,1194,576,30
1728463452761545000,1499,100,804,1276,418,126
1728463452762410000,1358,1,1044,1344,277,277
1728463452763252000,1198,0,1314,1358,151,448
1728463452764094000,989,4,1521,1300,82,641
1728463452764936000,776,73,1478,1208,0,898
1728463452765778000,576,178,1642,1081,0,1030
1728463452766620000,378,360,1730,906,0,1145
1728463452767462000,201,565,1701,713,50,1264
1728463452768305000,64,777,1615,539,158,1356
1728463452769147000,0,996,1475,373,289,1398
1728463452769989000,0,1198,1287,232,448,1377
1728463452770831000,66,1359,1078,119,591,1320
1728463452771673000,100,1500,843,8,737,1205
1728463452772515000,170,1600,612,16,871,1054
1728463452773357000,330,1639,409,4,1008,889
1728463452774199000,523,1615,205,0,1091,714
1728463452775041000,757,1565,98,92,1145,521
1728463452775855000,993,1383,42,258,1182,327
1728463452776697000,1199,1216,0,431,1159,192
1728463452777539000,1360,1005,0,609,1089,67
1728463452778381000,1489,794,87,793,967,0
1728463452779223000,1570,576,239,960,832,0
1728463452780065000,1600,375,423,1098,679,0
1728463452780907000,1558,208,634,1218,520,50
1728463452781749000,1474,57,864,1302,390,158
1728463452782591000,1329,0,1098,1359,238,320
1728463452783433000,1157,0,1319,1345,90,495
1728463452784275000,1054,0,1544,1318,4,677
1728463452785117000,795,74,1646,1187,0,854
1728463452785959000,490,231,1705,1058,0,1038
1728463452786801000,329,417,1728,860,0,1172
1728463452787643000,156,618,1687,663,75,1289
1728463452788485000,36,852,1576,490,198,1378
1728463452789279000,0,1057,1424,331,331,1394
1728463452790121000,0,1249,1238,199,485,1369
1728463452790963000,0,1413,981,73,645,1331
1728463452791805000,90,1540,766,0,776,1151
1728463452792647000,229,1694,546,0,921,1006
1728463452793489000,450,1699,334,5,1045,805
1728463452794331000,617,1480,161,16,1190,623
1728463452795173000,850,1451,37,157,1208,442
1728463452796015000,1052,1336,0,301,1172,292
1728463452796857000,1242,1156,0,473,1147,149
1728463452797699000,1407,960,2,661,1061,37
1728463452798541000,1519,741,122,843,938,0
1728463452799383000,1587,511,276,1002,797,0
1728463452800225000,1600,326,481,1127,637,1
1728463452801067000,1539,169,707,1236,483,69
1728463452801910000,1427,22,927,1319,341,197
1728463452802756000,1291,0,1151,1351,202,359
1728463452803598000,1097,0,1281,1344,89,621
1728463452804440000,898,0,1468,1269,37,797
1728463452805282000,748,149,1602,1148,0,813
1728463452806124000,469,306,1720,992,0,1073
1728463452806966000,276,474,1730,800,11,1216
1728463452807808000,122,686,1661,617,105,1321
1728463452808650000,11,898,1544,453,226,1376
1728463452809492000,0,1106,1377,293,382,1396
1728463452810334000,13,1290,1176,174,526,1352
1728463452811175000,69,1444,949,53,673,1265
1728463452812017000,105,1569,719,19,820,1130
1728463452812859000,256,1619,500,0,950,966
1728463452813701000,424,1636,289,0,1045,799
1728463452814543000,657,1604,133,40,1117,563
1728463452815385000,874,1438,114,178,1208,434
1728463452816241000,1103,1303,0,342,1177,258
1728463452817083000,1290,1103,0,520,1124,117
1728463452817925000,1428,901,34,706,1026,10
1728463452818767000,1538,675,156,875,900,0
1728463452819609000,1592,460,352,1034,750,0
1728463452820451000,1600,282,529,1165,589,0
1728463452821293000,1521,104,761,1268,450,93
1728463452822136000,1400,10,992,1336,294,234
1728463452822978000,1249,5,1220,1364,162,409
1728463452823820000,1160,0,1455,1344,39,576
1728463452824662000,906,28,1582,1252,0,779
1728463452825504000,541,138,1658,1176,0,995
1728463452826346000,417,322,1729,948,0,1105
1728463452827188000,233,520,1726,759,32,1244
1728463452828030000,88,734,1635,576,130,1344
1728463452828872000,0,952,1510,412,261,1380
1728463452829712000,0,1152,1336,264,407,1387
1728463452830554000,0,1337,1098,138,570,1393
1728463452831396000,31,1479,884,34,704,1257
1728463452832238000,156,1583,649,0,852,1079
1728463452833080000,325,1681,431,0,984,908
1728463452833922000,521,1584,237,0,1145,698
1728463452834764000,714,1479,79,101,1191,514
