timestamp_nsec,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5
1728463276482738000,276,1623,493,0,687,969
1728463276483580000,476,1634,297,0,799,824
1728463276484422000,668,1578,144,0,882,652
1728463276485264000,887,1455,13,46,937,488
1728463276486106000,1095,1303,0,141,971,335
1728463276486948000,1292,1120,0,290,975,178
1728463276487790000,1428,895,26,455,954,81
1728463276488632000,1540,684,144,617,863,1
1728463276489474000,1687,458,354,778,741,0
1728463276490316000,1600,266,513,965,629,1
1728463276491158000,1447,121,773,1058,511,8
1728463276492000000,1401,11,977,1081,367,68
1728463276492842000,1244,0,1208,1150,245,173
1728463276493684000,1047,0,1412,1168,138,321
1728463276494526000,842,30,1545,1141,56,481
1728463276495368000,629,149,1665,1068,0,647
1728463276496210000,410,313,1724,952,0,839
1728463276497052000,242,507,1700,808,0,928
1728463276497894000,92,804,1640,635,9,1043
1728463276498736000,0,960,1509,472,125,1117
1728463276499578000,0,1076,1340,344,246,1157
1728463276500420000,992,1392,0,450,501,0
1728463276502103000,1355,1016,0,607,320,0
1728463276502944000,1487,810,69,650,233,26
1728463276503786000,1575,582,226,690,157,98
1728463276504628000,1592,357,404,704,85,181
1728463276505470000,1565,171,622,686,0,273
1728463276506312000,1567,29,889,663,0,394
1728463276507154000,1413,0,1090,578,0,491
1728463276507995000,1204,0,1289,490,0,580
1728463276508836000,962,0,1480,394,0,645
1728463276509678000,745,81,1621,298,49,697
1728463276510520000,533,225,1699,210,119,725
1728463276511362000,337,410,1730,125,194,727
1728463276512204000,159,619,1692,58,290,711
1728463276513046000,34,832,1558,10,383,714
1728463276513888000,0,1045,1416,0,452,619
1728463276514729000,0,1243,1233,2,513,511
1728463276515570000,0,1389,965,0,591,420
1728463276516412000,111,1528,751,30,597,212
1728463276517254000,207,1703,526,121,649,146
1728463276518096000,410,1606,344,197,616,100
1728463276518938000,608,1587,177,304,595,32
1728463276519780000,832,1487,37,394,551,0
1728463276520621000,1033,1349,0,473,474,0
1728463276521462000,1228,1172,0,548,389,0
