timestamp_nsec,channel_0,channel_1,channel_2,channel_3,channel_4,channel_5
1728462916702059000,682,463,0,431,421,0
1728462916702900000,747,356,45,509,353,0
1728462916703741000,778,247,125,570,277,0
1728462916704583000,778,160,232,618,202,54
1728462916705425000,745,64,335,644,136,117
1728462916706267000,694,10,462,658,74,207
1728462916707108000,626,0,563,652,34,295
1728462916707949000,530,4,749,586,29,402
1728462916708790000,427,43,814,522,0,474
1728462916709631000,333,34,714,434,0,634
1728462916710473000,233,133,849,352,2,604
1728462916711315000,125,219,853,272,50,663
1728462916712157000,50,320,817,188,118,683
1728462916712999000,0,437,762,104,184,686
1728462916713841000,738,31,395,766,165,145
1728462916714683000,684,0,514,786,85,229
1728462916715525000,670,0,670,767,14,322
1728462916716366000,543,0,717,741,0,440
1728462916717207000,292,23,779,690,0,576
1728462916718048000,267,87,832,533,0,637
1728462916718890000,175,177,858,432,0,705
1728462916719732000,82,285,835,330,64,778
1728462916720574000,13,381,789,234,130,801
1728462916721415000,0,490,710,139,222,796
1728462916722257000,0,594,604,64,301,841
1728462916723098000,0,682,506,4,379,709
1728462916723939000,11,747,401,0,463,602
1728462916724780000,78,813,285,0,542,510
1728462916725622000,194,848,162,0,635,392
1728462916726464000,251,710,96,49,702,303
1728462916727306000,382,719,11,114,616,205
1728462916728148000,482,685,0,216,658,112
1728462916728990000,577,587,0,323,625,45
1728462916729831000,679,487,0,427,576,0
1728462916730672000,736,393,23,516,497,0
1728462916731514000,778,273,110,610,412,0
1728462916732355000,782,181,205,682,306,2
1728462916733197000,766,90,311,747,232,66
1728462916734040000,705,14,431,777,157,155
1728462916734881000,641,0,516,774,82,254
1728462916735723000,609,20,597,756,38,418
1728462916736564000,493,0,705,685,0,402
1728462916737406000,322,144,794,638,2,533
1728462916738247000,245,106,834,515,0,660
1728462916739089000,149,202,842,397,18,732
1728462916739931000,70,306,824,306,68,779
1728462916740773000,2,421,771,207,154,810
1728462916741615000,0,515,696,119,237,797
1728462916742383000,0,610,594,79,320,756
1728462916743225000,0,691,489,0,397,690
1728462916744066000,27,757,378,0,485,596
1728462916744907000,100,805,260,0,558,503
1728462916745749000,188,782,258,0,631,407
1728462916746591000,281,804,119,45,644,345
1728462916747433000,391,717,0,133,658,255
1728462916748275000,509,656,0,252,653,93
1728462916749116000,605,576,0,352,613,27
1728462916749957000,683,461,5,457,549,0
1728462916750799000,746,346,45,557,480,0
1728462916751641000,780,257,125,626,389,0
1728462916752482000,783,132,221,702,298,9
1728462916753324000,765,69,337,757,212,75
1728462916754166000,705,0,463,779,130,174
1728462916755008000,594,0,576,795,64,292
1728462916756088000,454,0,684,779,0,423
1728462916756930000,393,0,767,602,0,473
1728462916757771000,288,41,805,543,0,596
1728462916758612000,217,135,847,485,0,677
1728462916759454000,130,221,841,383,33,746
1728462916760296000,49,335,819,270,90,791
1728462916761138000,0,448,760,184,169,802
1728462916761980000,0,554,675,100,258,802
1728462916762821000,0,735,565,33,349,724
1728462916763662000,0,777,452,0,420,653
1728462916764503000,57,762,345,0,543,577
1728462916765345000,132,785,238,0,591,469
1728462916766187000,232,759,154,11,560,346
1728462916767029000,448,756,94,105,634,267
1728462916767871000,377,705,0,226,655,181
1728462916768713000,541,634,0,269,641,90
1728462916769271000,635,541,0,387,594,10
1728462916770112000,709,440,10,473,526,0
1728462916770954000,752,324,79,580,452,0
1728462916771795000,786,213,149,655,370,0
1728462916772637000,773,141,254,709,287,37
1728462916773479000,754,57,356,770,202,106
1728462916774321000,689,0,489,785,117,189
1728462916775162000,610,0,585,772,53,264
1728462916776003000,512,73,666,767,23,381
1728462916776845000,480,66,749,644,0,489
1728462916777686000,305,53,825,555,21,631
1728462916778528000,197,158,855,456,0,690
1728462916779370000,101,253,847,354,48,760
1728462916780212000,32,362,797,247,116,797
1728462916781054000,0,470,743,151,192,810
1728462916781895000,0,581,655,85,289,778
1728462916782747000,0,673,543,10,363,729
1728462916783588000,0,729,436,0,448,643
1728462916784430000,64,777,312,0,527,546
1728462916785271000,149,809,269,0,621,463
1728462916786113000,249,783,16,18,613,418
1728462916786955000,357,761,0,98,679,284
