seq_no=100,	ch0=   0, ch1=1959, ch2=1747, ch3=  25, ch4=2175, ch5=1140, ts=1712137581439033,	delta=842,
seq_no=101,	ch0=  31, ch1=2171, ch2=1398, ch3= 280, ch4=2299, ch5= 873, ts=1712137581439872,	delta=839,
seq_no=102,	ch0= 199, ch1=2335, ch2=1048, ch3= 617, ch4=2387, ch5= 616, ts=1712137581440715,	delta=843,
seq_no=103,	ch0= 438, ch1=2406, ch2= 718, ch3= 966, ch4=2370, ch5= 382, ts=1712137581441606,	delta=891,
seq_no=104,	ch0= 723, ch1=2401, ch2= 404, ch3=1291, ch4=2240, ch5= 182, ts=1712137581442420,	delta=814,
seq_no=105,	ch0=1044, ch1=2320, ch2= 167, ch3=1548, ch4=1997, ch5=  30, ts=1712137581443250,	delta=830,
seq_no=106,	ch0=1322, ch1=2132, ch2=   9, ch3=1820, ch4=1695, ch5=  13, ts=1712137581444088,	delta=838,
seq_no=107,	ch0=1654, ch1=1898, ch2=   0, ch3=2072, ch4=1386, ch5=   1, ts=1712137581444929,	delta=841,
seq_no=108,	ch0=1909, ch1=1592, ch2=   2, ch3=2271, ch4=1095, ch5=  85, ts=1712137581445840,	delta=911,
seq_no=109,	ch0=2112, ch1=1277, ch2=   0, ch3=2316, ch4= 839, ch5= 405, ts=1712137581446633,	delta=793,
seq_no=110,	ch0=2304, ch1= 965, ch2= 272, ch3=2331, ch4= 571, ch5= 654, ts=1712137581447470,	delta=837,
seq_no=111,	ch0=2368, ch1= 680, ch2= 480, ch3=2346, ch4= 366, ch5=1017, ts=1712137581448312,	delta=842,
seq_no=112,	ch0=2300, ch1= 390, ch2= 843, ch3=2324, ch4= 154, ch5=1273, ts=1712137581449152,	delta=840,
seq_no=113,	ch0=2207, ch1= 169, ch2=1180, ch3=2203, ch4=   0, ch5=1535, ts=1712137581450005,	delta=853,
seq_no=114,	ch0=2035, ch1=  25, ch2=1534, ch3=1863, ch4=   0, ch5=1791, ts=1712137581450835,	delta=830,
seq_no=115,	ch0=1795, ch1=   8, ch2=1868, ch3=1515, ch4=   0, ch5=2038, ts=1712137581451676,	delta=841,
seq_no=116,	ch0=1523, ch1=   4, ch2=2152, ch3=1191, ch4= 110, ch5=2220, ts=1712137581452521,	delta=845,
seq_no=117,	ch0=1211, ch1=  71, ch2=2360, ch3= 929, ch4= 372, ch5=2393, ts=1712137581453415,	delta=894,
seq_no=118,	ch0= 835, ch1= 245, ch2=2536, ch3= 722, ch4= 663, ch5=2432, ts=1712137581454218,	delta=803,
seq_no=119,	ch0= 592, ch1= 496, ch2=2583, ch3= 442, ch4= 984, ch5=2334, ts=1712137581455278,	delta=1060,
seq_no=120,	ch0= 308, ch1= 785, ch2=2588, ch3= 233, ch4=1276, ch5=2284, ts=1712137581455943,	delta=665,
seq_no=121,	ch0= 116, ch1=1213, ch2=2459, ch3=  34, ch4=1528, ch5=1989, ts=1712137581456754,	delta=811,
seq_no=122,	ch0=   0, ch1=1424, ch2=2287, ch3=   0, ch4=1770, ch5=1723, ts=1712137581457598,	delta=844,
seq_no=123,	ch0=   0, ch1=1850, ch2=1990, ch3=   2, ch4=2008, ch5=1355, ts=1712137581458429,	delta=831,
seq_no=124,	ch0=   0, ch1=1998, ch2=1687, ch3=  66, ch4=2192, ch5=1094, ts=1712137581459270,	delta=841,
seq_no=125,	ch0=  64, ch1=2199, ch2=1344, ch3= 333, ch4=2332, ch5= 838, ts=1712137581460109,	delta=839,
seq_no=126,	ch0= 236, ch1=2346, ch2= 987, ch3= 671, ch4=2400, ch5= 576, ts=1712137581460948,	delta=839,
seq_no=127,	ch0= 490, ch1=2401, ch2= 653, ch3=1035, ch4=2349, ch5= 347, ts=1712137581461805,	delta=857,
seq_no=128,	ch0= 777, ch1=2392, ch2= 368, ch3=1341, ch4=2195, ch5= 155, ts=1712137581462638,	delta=833,
seq_no=129,	ch0=1089, ch1=2288, ch2= 154, ch3=1605, ch4=1951, ch5=   5, ts=1712137581463546,	delta=908,
seq_no=130,	ch0=1383, ch1=2112, ch2=   0, ch3=1836, ch4=1659, ch5=   4, ts=1712137581464337,	delta=791,
seq_no=131,	ch0=1692, ch1=1856, ch2=   0, ch3=2118, ch4=1331, ch5=   0, ts=1712137581465169,	delta=832,
seq_no=132,	ch0=1888, ch1=1540, ch2=  14, ch3=2286, ch4=1031, ch5= 158, ts=1712137581466024,	delta=855,
seq_no=133,	ch0=2193, ch1=1233, ch2=  50, ch3=2327, ch4= 795, ch5= 320, ts=1712137581466852,	delta=828,
seq_no=134,	ch0=2201, ch1= 899, ch2= 305, ch3=2330, ch4= 531, ch5= 733, ts=1712137581467692,	delta=840,
seq_no=135,	ch0=2320, ch1= 652, ch2= 560, ch3=2346, ch4= 313, ch5=1010, ts=1712137581468532,	delta=840,
seq_no=136,	ch0=2293, ch1= 342, ch2= 890, ch3=2312, ch4= 119, ch5=1319, ts=1712137581469434,	delta=902,
seq_no=137,	ch0=2186, ch1= 136, ch2=1235, ch3=2139, ch4=   0, ch5=1583, ts=1712137581470227,	delta=793,
seq_no=138,	ch0=1998, ch1=   0, ch2=1588, ch3=1795, ch4=   1, ch5=1836, ts=1712137581471065,	delta=838,
seq_no=139,	ch0=1747, ch1=   0, ch2=1921, ch3=1447, ch4=   0, ch5=2063, ts=1712137581471906,	delta=841,
seq_no=140,	ch0=1464, ch1=   0, ch2=2178, ch3=1139, ch4= 167, ch5=2242, ts=1712137581472746,	delta=840,
seq_no=141,	ch0=1153, ch1=  99, ch2=2387, ch3= 881, ch4= 420, ch5=2324, ts=1712137581473599,	delta=853,
seq_no=142,	ch0= 809, ch1= 285, ch2=2560, ch3= 640, ch4= 722, ch5=2443, ts=1712137581474430,	delta=831,
seq_no=143,	ch0= 559, ch1= 624, ch2=2594, ch3= 406, ch4=1040, ch5=2400, ts=1712137581475281,	delta=851,
seq_no=144,	ch0= 265, ch1= 857, ch2=2565, ch3= 133, ch4=1321, ch5=2262, ts=1712137581476120,	delta=839,
seq_no=145,	ch0=  98, ch1=1072, ch2=2449, ch3=   0, ch4=1658, ch5=1974, ts=1712137581476962,	delta=842,
seq_no=146,	ch0=   0, ch1=1512, ch2=2241, ch3=   0, ch4=1815, ch5=1697, ts=1712137581477816,	delta=854,
seq_no=147,	ch0=   0, ch1=1799, ch2=1968, ch3=   2, ch4=2045, ch5=1344, ts=1712137581478648,	delta=832,
seq_no=148,	ch0=   0, ch1=2047, ch2=1647, ch3= 109, ch4=2220, ch5=1045, ts=1712137581479489,	delta=841,
seq_no=149,	ch0=  85, ch1=2241, ch2=1294, ch3= 388, ch4=2348, ch5= 796, ts=1712137581480332,	delta=843,
seq_no=150,	ch0= 281, ch1=2380, ch2= 935, ch3= 736, ch4=2392, ch5= 535, ts=1712137581481174,	delta=842,
seq_no=151,	ch0= 534, ch1=2414, ch2= 613, ch3=1083, ch4=2336, ch5= 312, ts=1712137581482030,	delta=856,
seq_no=152,	ch0= 822, ch1=2387, ch2= 333, ch3=1396, ch4=2147, ch5= 125, ts=1712137581482862,	delta=832,
seq_no=153,	ch0=1134, ch1=2227, ch2= 116, ch3=1650, ch4=1885, ch5=   0, ts=1712137581483704,	delta=842,
seq_no=154,	ch0=1447, ch1=2047, ch2=   0, ch3=1903, ch4=1576, ch5=   5, ts=1712137581484545,	delta=841,
seq_no=155,	ch0=1745, ch1=1794, ch2=   0, ch3=2152, ch4=1278, ch5=   0, ts=1712137581485427,	delta=882,
seq_no=156,	ch0=1940, ch1=1495, ch2=   0, ch3=2247, ch4= 983, ch5= 162, ts=1712137581486236,	delta=809,
seq_no=157,	ch0=2189, ch1=1216, ch2= 118, ch3=2311, ch4= 796, ch5= 406, ts=1712137581487076,	delta=840,
seq_no=158,	ch0=2256, ch1= 899, ch2= 354, ch3=2351, ch4= 498, ch5= 777, ts=1712137581488135,	delta=1059,
seq_no=159,	ch0=2332, ch1= 545, ch2= 610, ch3=2342, ch4= 277, ch5=1075, ts=1712137581488808,	delta=673,
seq_no=160,	ch0=2287, ch1= 301, ch2= 949, ch3=2304, ch4=  92, ch5=1362, ts=1712137581489632,	delta=824,
seq_no=161,	ch0=2144, ch1= 109, ch2=1299, ch3=2086, ch4=   5, ch5=1622, ts=1712137581490466,	delta=834,
seq_no=162,	ch0=1953, ch1=   0, ch2=1643, ch3=1743, ch4=   0, ch5=1871, ts=1712137581491296,	delta=830,
seq_no=163,	ch0=1699, ch1=   9, ch2=1968, ch3=1399, ch4=   0, ch5=2098, ts=1712137581492135,	delta=839,
seq_no=164,	ch0=1394, ch1=   0, ch2=2221, ch3=1069, ch4= 203, ch5=2273, ts=1712137581492978,	delta=843,
seq_no=165,	ch0=1095, ch1=  70, ch2=2435, ch3= 832, ch4= 533, ch5=2394, ts=1712137581493882,	delta=904,
seq_no=166,	ch0= 786, ch1= 342, ch2=2568, ch3= 581, ch4= 780, ch5=2429, ts=1712137581494765,	delta=883,
seq_no=167,	ch0= 486, ch1= 587, ch2=2596, ch3= 352, ch4=1110, ch5=2396, ts=1712137581495524,	delta=759,
seq_no=168,	ch0= 251, ch1= 901, ch2=2671, ch3= 139, ch4=1376, ch5=2204, ts=1712137581496344,	delta=820,
seq_no=169,	ch0= 105, ch1=1202, ch2=2432, ch3=   1, ch4=1644, ch5=1917, ts=1712137581497186,	delta=842,
seq_no=170,	ch0=   0, ch1=1551, ch2=2263, ch3=   0, ch4=1866, ch5=1600, ts=1712137581498049,	delta=863,
seq_no=171,	ch0=   0, ch1=1849, ch2=1911, ch3=   2, ch4=2079, ch5=1296, ts=1712137581498882,	delta=833,
seq_no=172,	ch0=   0, ch1=2082, ch2=1577, ch3= 157, ch4=2240, ch5=1005, ts=1712137581499723,	delta=841,
seq_no=173,	ch0= 114, ch1=2269, ch2=1223, ch3= 440, ch4=2356, ch5= 743, ts=1712137581500564,	delta=841,
seq_no=174,	ch0= 320, ch1=2383, ch2= 881, ch3= 801, ch4=2392, ch5= 488, ts=1712137581501454,	delta=890,
seq_no=175,	ch0= 579, ch1=2399, ch2= 557, ch3=1139, ch4=2308, ch5= 268, ts=1712137581502244,	delta=790,
seq_no=176,	ch0= 882, ch1=2354, ch2= 305, ch3=1440, ch4=2115, ch5= 105, ts=1712137581503080,	delta=836,
seq_no=177,	ch0=1200, ch1=2205, ch2=  97, ch3=1693, ch4=1815, ch5=  20, ts=1712137581503923,	delta=843,
seq_no=178,	ch0=1509, ch1=2008, ch2=   0, ch3=1943, ch4=1536, ch5=   7, ts=1712137581504767,	delta=844,
seq_no=179,	ch0=1792, ch1=1718, ch2=   0, ch3=2191, ch4=1248, ch5=   0, ts=1712137581505825,	delta=1058,
