seq_no=18,	ch0=   0, ch1=2488, ch2=2180, ch3=   0, ch4=1862, ch5=1639, ts=1712137787566206,	delta=29,
seq_no=19,	ch0=  45, ch1=2530, ch2=1720, ch3=   0, ch4=2072, ch5=1311, ts=1712137787566989,	delta=783,
seq_no=20,	ch0= 290, ch1=2550, ch2=1245, ch3=  99, ch4=2225, ch5= 967, ts=1712137787567798,	delta=809,
seq_no=21,	ch0= 618, ch1=2560, ch2= 793, ch3= 370, ch4=2324, ch5= 701, ts=1712137787572034,	delta=4236,
seq_no=22,	ch0= 999, ch1=2555, ch2= 405, ch3= 698, ch4=2346, ch5= 460, ts=1712137787572097,	delta=63,
seq_no=23,	ch0=1346, ch1=2543, ch2=  97, ch3=1124, ch4=2278, ch5= 260, ts=1712137787572127,	delta=30,
seq_no=24,	ch0=1797, ch1=2509, ch2=   0, ch3=1404, ch4=2112, ch5= 122, ts=1712137787572157,	delta=30,
seq_no=25,	ch0=2253, ch1=2395, ch2=   4, ch3=1680, ch4=1842, ch5=   6, ts=1712137787572186,	delta=29,
seq_no=26,	ch0=2396, ch1=2016, ch2=  30, ch3=1910, ch4=1562, ch5=  81, ts=1712137787572866,	delta=680,
seq_no=27,	ch0=2511, ch1=1557, ch2=  79, ch3=2124, ch4=1173, ch5=   0, ts=1712137787573705,	delta=839,
seq_no=28,	ch0=2465, ch1=1170, ch2= 405, ch3=2288, ch4= 932, ch5= 196, ts=1712137787574535,	delta=830,
seq_no=29,	ch0=2587, ch1= 736, ch2= 730, ch3=2315, ch4= 585, ch5= 439, ts=1712137787575372,	delta=837,
seq_no=30,	ch0=2467, ch1= 370, ch2=1146, ch3=2344, ch4= 418, ch5= 760, ts=1712137787576209,	delta=837,
seq_no=31,	ch0=2448, ch1=  96, ch2=1614, ch3=2336, ch4= 221, ch5=1094, ts=1712137787577054,	delta=845,
seq_no=32,	ch0=2407, ch1=  20, ch2=2063, ch3=2292, ch4=  49, ch5=1430, ts=1712137787577991,	delta=937,
seq_no=33,	ch0=2255, ch1=  11, ch2=2509, ch3=2060, ch4=   2, ch5=1692, ts=1712137787578900,	delta=909,
seq_no=34,	ch0=1880, ch1=   0, ch2=2670, ch3=1731, ch4=   1, ch5=1911, ts=1712137787579751,	delta=851,
seq_no=35,	ch0=1475, ch1=  71, ch2=2707, ch3=1359, ch4=  22, ch5=2113, ts=1712137787580581,	delta=830,
seq_no=36,	ch0=1030, ch1= 354, ch2=2727, ch3=1005, ch4= 217, ch5=2288, ts=1712137787581509,	delta=928,
seq_no=37,	ch0= 667, ch1= 684, ch2=2729, ch3= 751, ch4= 477, ch5=2396, ts=1712137787582192,	delta=683,
seq_no=38,	ch0= 313, ch1=1100, ch2=2768, ch3= 506, ch4= 791, ch5=2400, ts=1712137787583080,	delta=888,
seq_no=39,	ch0=  52, ch1=1464, ch2=2703, ch3= 320, ch4=1159, ch5=2335, ts=1712137787583884,	delta=804,
seq_no=40,	ch0=   0, ch1=1964, ch2=2676, ch3= 107, ch4=1425, ch5=2151, ts=1712137787584746,	delta=862,
seq_no=41,	ch0=   0, ch1=2305, ch2=2503, ch3=   0, ch4=1711, ch5=1892, ts=1712137787585633,	delta=887,
seq_no=42,	ch0=   0, ch1=2508, ch2=2092, ch3=   0, ch4=1903, ch5=1589, ts=1712137787586410,	delta=777,
seq_no=43,	ch0=  81, ch1=2547, ch2=1628, ch3=   0, ch4=2099, ch5=1252, ts=1712137787587271,	delta=861,
seq_no=44,	ch0= 344, ch1=2553, ch2=1164, ch3= 134, ch4=2270, ch5= 925, ts=1712137787588047,	delta=776,
seq_no=45,	ch0= 679, ch1=2564, ch2= 729, ch3= 414, ch4=2327, ch5= 667, ts=1712137787588884,	delta=837,
seq_no=46,	ch0=1073, ch1=2553, ch2= 352, ch3= 753, ch4=2348, ch5= 448, ts=1712137787589777,	delta=893,
seq_no=47,	ch0=1473, ch1=2535, ch2=  72, ch3=1117, ch4=2305, ch5= 225, ts=1712137787590573,	delta=796,
seq_no=48,	ch0=1863, ch1=2499, ch2=  16, ch3=1430, ch4=2062, ch5=  64, ts=1712137787591395,	delta=822,
seq_no=49,	ch0=2271, ch1=2411, ch2=   0, ch3=1723, ch4=1799, ch5=   0, ts=1712137787592298,	delta=903,
seq_no=50,	ch0=2401, ch1=1942, ch2=  31, ch3=1979, ch4=1499, ch5=  45, ts=1712137787593167,	delta=869,
seq_no=51,	ch0=2444, ch1=1530, ch2=  90, ch3=2179, ch4=1169, ch5=   0, ts=1712137787594052,	delta=885,
seq_no=52,	ch0=2455, ch1=1076, ch2= 397, ch3=2300, ch4= 856, ch5= 266, ts=1712137787594923,	delta=871,
seq_no=53,	ch0=2475, ch1= 678, ch2= 781, ch3=2336, ch4= 596, ch5= 473, ts=1712137787595754,	delta=831,
seq_no=54,	ch0=2464, ch1= 331, ch2=1216, ch3=2336, ch4= 389, ch5= 802, ts=1712137787596658,	delta=904,
seq_no=55,	ch0=2444, ch1=  69, ch2=1677, ch3=2329, ch4= 188, ch5=1136, ts=1712137787597513,	delta=855,
seq_no=56,	ch0=2374, ch1=  16, ch2=2134, ch3=2273, ch4=  34, ch5=1468, ts=1712137787598230,	delta=717,
seq_no=57,	ch0=2195, ch1=  13, ch2=2551, ch3=2004, ch4=   9, ch5=1716, ts=1712137787599071,	delta=841,
seq_no=58,	ch0=1805, ch1=   5, ch2=2676, ch3=1668, ch4=   0, ch5=1944, ts=1712137787599909,	delta=838,
seq_no=59,	ch0=1393, ch1= 122, ch2=2680, ch3=1300, ch4=  46, ch5=2136, ts=1712137787600755,	delta=846,
seq_no=60,	ch0= 980, ch1= 398, ch2=2727, ch3= 960, ch4= 251, ch5=2295, ts=1712137787601650,	delta=895,
seq_no=61,	ch0= 590, ch1= 750, ch2=2707, ch3= 704, ch4= 520, ch5=2414, ts=1712137787602425,	delta=775,
seq_no=62,	ch0= 348, ch1=1142, ch2=2760, ch3= 489, ch4= 816, ch5=2412, ts=1712137787603289,	delta=864,
seq_no=63,	ch0=  27, ch1=1556, ch2=2676, ch3= 276, ch4=1157, ch5=2384, ts=1712137787604072,	delta=783,
seq_no=64,	ch0=  64, ch1=1968, ch2=2692, ch3= 100, ch4=1442, ch5=2115, ts=1712137787604886,	delta=814,
seq_no=65,	ch0=   0, ch1=2400, ch2=2458, ch3=   5, ch4=1720, ch5=1852, ts=1712137787605743,	delta=857,
seq_no=66,	ch0=   0, ch1=2496, ch2=2029, ch3=   6, ch4=1930, ch5=1546, ts=1712137787606561,	delta=818,
seq_no=67,	ch0= 112, ch1=2541, ch2=1561, ch3=   8, ch4=2123, ch5=1196, ts=1712137787607403,	delta=842,
seq_no=68,	ch0= 390, ch1=2556, ch2=1088, ch3= 188, ch4=2287, ch5= 872, ts=1712137787608245,	delta=842,
seq_no=69,	ch0= 746, ch1=2563, ch2= 651, ch3= 483, ch4=2347, ch5= 624, ts=1712137787609085,	delta=840,
seq_no=70,	ch0=1132, ch1=2545, ch2= 285, ch3= 828, ch4=2315, ch5= 406, ts=1712137787609937,	delta=852,
seq_no=71,	ch0=1543, ch1=2534, ch2=  88, ch3=1175, ch4=2240, ch5= 212, ts=1712137787610770,	delta=833,
seq_no=72,	ch0=1950, ch1=2496, ch2=   9, ch3=1504, ch4=2000, ch5=  50, ts=1712137787611615,	delta=845,
seq_no=73,	ch0=2321, ch1=2288, ch2=  74, ch3=1751, ch4=1753, ch5=   8, ts=1712137787612457,	delta=842,
seq_no=74,	ch0=2407, ch1=1827, ch2=   0, ch3=1996, ch4=1506, ch5=   6, ts=1712137787613295,	delta=838,
seq_no=75,	ch0=2443, ch1=1480, ch2= 172, ch3=2178, ch4=1115, ch5=  57, ts=1712137787614146,	delta=851,
seq_no=76,	ch0=2453, ch1= 944, ch2= 459, ch3=2296, ch4= 865, ch5= 262, ts=1712137787614987,	delta=841,
seq_no=77,	ch0=2471, ch1= 615, ch2= 851, ch3=2345, ch4= 557, ch5= 546, ts=1712137787615826,	delta=839,
seq_no=78,	ch0=2462, ch1= 285, ch2=1290, ch3=2345, ch4= 348, ch5= 866, ts=1712137787616670,	delta=844,
seq_no=79,	ch0=2435, ch1=  43, ch2=1752, ch3=2328, ch4= 158, ch5=1203, ts=1712137787617801,	delta=1131,
seq_no=80,	ch0=2384, ch1=  19, ch2=2211, ch3=2243, ch4=  14, ch5=1518, ts=1712137787618408,	delta=607,
seq_no=81,	ch0=2136, ch1=  13, ch2=2605, ch3=1958, ch4=   4, ch5=1760, ts=1712137787619214,	delta=806,
seq_no=82,	ch0=1741, ch1=   4, ch2=2679, ch3=1608, ch4=   8, ch5=1970, ts=1712137787620041,	delta=827,
seq_no=83,	ch0=1321, ch1= 165, ch2=2709, ch3=1224, ch4=  82, ch5=2171, ts=1712137787620884,	delta=843,
seq_no=84,	ch0= 926, ch1= 458, ch2=2724, ch3= 905, ch4= 298, ch5=2305, ts=1712137787621742,	delta=858,
seq_no=85,	ch0= 524, ch1= 826, ch2=2735, ch3= 651, ch4= 576, ch5=2420, ts=1712137787622572,	delta=830,
seq_no=86,	ch0= 213, ch1=1149, ch2=2721, ch3= 453, ch4= 951, ch5=2396, ts=1712137787623413,	delta=841,
seq_no=87,	ch0=   0, ch1=1686, ch2=2691, ch3= 218, ch4=1219, ch5=2286, ts=1712137787624255,	delta=842,
seq_no=88,	ch0=   0, ch1=1986, ch2=2648, ch3=  64, ch4=1581, ch5=2067, ts=1712137787625099,	delta=844,
seq_no=89,	ch0=   0, ch1=2432, ch2=2385, ch3=   6, ch4=1756, ch5=1797, ts=1712137787625948,	delta=849,
seq_no=90,	ch0=   0, ch1=2514, ch2=1954, ch3=   8, ch4=1969, ch5=1488, ts=1712137787626782,	delta=834,
seq_no=91,	ch0= 169, ch1=2545, ch2=1477, ch3=   8, ch4=2160, ch5=1131, ts=1712137787627623,	delta=841,
seq_no=92,	ch0= 465, ch1=2552, ch2=1011, ch3= 228, ch4=2295, ch5= 832, ts=1712137787628468,	delta=845,
seq_no=93,	ch0= 808, ch1=2560, ch2= 590, ch3= 530, ch4=2342, ch5= 583, ts=1712137787629313,	delta=845,
seq_no=94,	ch0=1209, ch1=2477, ch2= 237, ch3= 895, ch4=2396, ch5= 355, ts=1712137787630158,	delta=845,
seq_no=95,	ch0=1607, ch1=2524, ch2=   9, ch3=1230, ch4=2202, ch5= 172, ts=1712137787631081,	delta=923,
seq_no=96,	ch0=2015, ch1=2463, ch2=   4, ch3=1558, ch4=2034, ch5=   9, ts=1712137787632359,	delta=1278,
seq_no=97,	ch0=2332, ch1=2203, ch2=   0, ch3=1748, ch4=1697, ch5=   0, ts=1712137787632894,	delta=535,
seq_no=98,	ch0=2399, ch1=1876, ch2=   0, ch3=2038, ch4=1386, ch5=   0, ts=1712137787633596,	delta=702,
seq_no=99,	ch0=2460, ch1=1363, ch2= 235, ch3=2264, ch4=1048, ch5=  94, ts=1712137787634383,	delta=787,
