seq_no=19,	ch0=   0, ch1=2532, ch2=1958, ch3=   5, ch4=2549, ch5=1252, ts=1712137860178444,	delta=29,
seq_no=20,	ch0= 170, ch1=2560, ch2=1489, ch3= 519, ch4=2585, ch5= 941, ts=1712137860179482,	delta=1038,
seq_no=21,	ch0= 417, ch1=2576, ch2=1028, ch3=1001, ch4=2599, ch5= 618, ts=1712137860179520,	delta=38,
seq_no=22,	ch0= 779, ch1=2584, ch2= 602, ch3=1504, ch4=2584, ch5= 305, ts=1712137860180379,	delta=859,
seq_no=23,	ch0=1181, ch1=2548, ch2= 280, ch3=1772, ch4=2544, ch5=  81, ts=1712137860183021,	delta=2642,
seq_no=24,	ch0=1624, ch1=2515, ch2=  20, ch3=2092, ch4=2306, ch5=   0, ts=1712137860183098,	delta=77,
seq_no=25,	ch0=2008, ch1=2487, ch2=   9, ch3=2272, ch4=1889, ch5=   4, ts=1712137860183130,	delta=32,
seq_no=26,	ch0=2345, ch1=2228, ch2=  10, ch3=2368, ch4=1500, ch5=   4, ts=1712137860183846,	delta=716,
seq_no=27,	ch0=2421, ch1=1831, ch2=  10, ch3=2400, ch4=1197, ch5= 284, ts=1712137860184635,	delta=789,
seq_no=28,	ch0=2464, ch1=1384, ch2= 210, ch3=2420, ch4= 897, ch5= 716, ts=1712137860185670,	delta=1035,
seq_no=29,	ch0=2481, ch1= 951, ch2= 518, ch3=2431, ch4= 581, ch5=1171, ts=1712137860186314,	delta=644,
seq_no=30,	ch0=2482, ch1= 630, ch2= 908, ch3=2424, ch4= 300, ch5=1545, ts=1712137860187166,	delta=852,
seq_no=31,	ch0=2464, ch1= 264, ch2=1369, ch3=2409, ch4=  56, ch5=1875, ts=1712137860188000,	delta=834,
seq_no=32,	ch0=2431, ch1=  70, ch2=1831, ch3=2332, ch4=  71, ch5=2164, ts=1712137860188832,	delta=832,
seq_no=33,	ch0=2354, ch1=  18, ch2=2264, ch3=1880, ch4=   0, ch5=2447, ts=1712137860189651,	delta=819,
seq_no=34,	ch0=2070, ch1=  85, ch2=2624, ch3=1507, ch4=  13, ch5=2518, ts=1712137860190456,	delta=805,
seq_no=35,	ch0=1661, ch1=   4, ch2=2690, ch3=1117, ch4= 342, ch5=2508, ts=1712137860191375,	delta=919,
seq_no=36,	ch0=1291, ch1= 224, ch2=2721, ch3= 921, ch4= 757, ch5=2559, ts=1712137860192172,	delta=797,
seq_no=37,	ch0= 864, ch1= 508, ch2=2736, ch3= 601, ch4=1202, ch5=2566, ts=1712137860192985,	delta=813,
seq_no=38,	ch0= 502, ch1= 878, ch2=2742, ch3= 320, ch4=1571, ch5=2547, ts=1712137860193892,	delta=907,
seq_no=39,	ch0= 211, ch1=1292, ch2=2721, ch3=  29, ch4=1876, ch5=2503, ts=1712137860194739,	delta=847,
seq_no=40,	ch0=   0, ch1=1721, ch2=2694, ch3=  16, ch4=2159, ch5=2330, ts=1712137860196493,	delta=1754,
seq_no=41,	ch0=   0, ch1=2130, ch2=2642, ch3=  11, ch4=2456, ch5=1868, ts=1712137860196560,	delta=67,
seq_no=42,	ch0=   0, ch1=2461, ch2=2328, ch3=  10, ch4=2533, ch5=1496, ts=1712137860197344,	delta=784,
seq_no=43,	ch0=   0, ch1=2528, ch2=1884, ch3= 100, ch4=2563, ch5=1208, ts=1712137860198166,	delta=822,
seq_no=44,	ch0= 209, ch1=2555, ch2=1412, ch3= 601, ch4=2585, ch5= 869, ts=1712137860198999,	delta=833,
seq_no=45,	ch0= 459, ch1=2563, ch2= 968, ch3=1186, ch4=2611, ch5= 591, ts=1712137860199850,	delta=851,
seq_no=46,	ch0= 875, ch1=2578, ch2= 531, ch3=1575, ch4=2569, ch5= 247, ts=1712137860200669,	delta=819,
seq_no=47,	ch0=1239, ch1=2545, ch2= 236, ch3=1778, ch4=2521, ch5=  25, ts=1712137860201613,	delta=944,
seq_no=48,	ch0=1684, ch1=2522, ch2=  22, ch3=2144, ch4=2240, ch5=  17, ts=1712137860202331,	delta=718,
seq_no=49,	ch0=2076, ch1=2468, ch2=  10, ch3=2321, ch4=1797, ch5=   4, ts=1712137860203196,	delta=865,
seq_no=50,	ch0=2383, ch1=2160, ch2=  11, ch3=2372, ch4=1428, ch5=  14, ts=1712137860204046,	delta=850,
seq_no=51,	ch0=2424, ch1=1747, ch2=  18, ch3=2412, ch4=1149, ch5= 356, ts=1712137860204902,	delta=856,
seq_no=52,	ch0=2471, ch1=1287, ch2= 251, ch3=2423, ch4= 846, ch5= 802, ts=1712137860205706,	delta=804,
seq_no=53,	ch0=2478, ch1= 879, ch2= 592, ch3=2382, ch4= 520, ch5=1252, ts=1712137860206486,	delta=780,
seq_no=54,	ch0=2480, ch1= 556, ch2= 992, ch3=2429, ch4= 254, ch5=1611, ts=1712137860207320,	delta=834,
seq_no=55,	ch0=2457, ch1= 224, ch2=1456, ch3=2400, ch4=  25, ch5=1923, ts=1712137860208158,	delta=838,
seq_no=56,	ch0=2432, ch1=  40, ch2=1910, ch3=2310, ch4=  13, ch5=2227, ts=1712137860208994,	delta=836,
seq_no=57,	ch0=2314, ch1=  29, ch2=2369, ch3=1776, ch4=   0, ch5=2431, ts=1712137860209849,	delta=855,
seq_no=58,	ch0=2005, ch1=  92, ch2=2643, ch3=1452, ch4=  72, ch5=2511, ts=1712137860210683,	delta=834,
seq_no=59,	ch0=1571, ch1=  18, ch2=2681, ch3=1101, ch4= 410, ch5=2516, ts=1712137860211584,	delta=901,
seq_no=60,	ch0=1195, ch1= 251, ch2=2725, ch3= 860, ch4= 832, ch5=2566, ts=1712137860212370,	delta=786,
seq_no=61,	ch0= 799, ch1= 569, ch2=2737, ch3= 555, ch4=1284, ch5=2556, ts=1712137860213210,	delta=840,
seq_no=62,	ch0= 463, ch1= 960, ch2=2736, ch3= 257, ch4=1645, ch5=2544, ts=1712137860214066,	delta=856,
seq_no=63,	ch0= 166, ch1=1388, ch2=2713, ch3=  12, ch4=1937, ch5=2506, ts=1712137860214895,	delta=829,
seq_no=64,	ch0=   0, ch1=1803, ch2=2691, ch3=  12, ch4=2227, ch5=2255, ts=1712137860215735,	delta=840,
seq_no=65,	ch0=   0, ch1=2234, ch2=2624, ch3=   1, ch4=2481, ch5=1807, ts=1712137860216580,	delta=845,
seq_no=66,	ch0=   1, ch1=2488, ch2=2236, ch3=  21, ch4=2551, ch5=1440, ts=1712137860217434,	delta=854,
seq_no=67,	ch0=  24, ch1=2536, ch2=1804, ch3= 166, ch4=2528, ch5=1152, ts=1712137860218266,	delta=832,
seq_no=68,	ch0= 256, ch1=2558, ch2=1324, ch3= 708, ch4=2589, ch5= 821, ts=1712137860219108,	delta=842,
seq_no=69,	ch0= 536, ch1=2554, ch2= 867, ch3=1198, ch4=2592, ch5= 522, ts=1712137860219951,	delta=843,
seq_no=70,	ch0= 967, ch1=2552, ch2= 499, ch3=1651, ch4=2559, ch5= 224, ts=1712137860220793,	delta=842,
seq_no=71,	ch0=1324, ch1=2551, ch2= 192, ch3=1888, ch4=2508, ch5=  32, ts=1712137860221645,	delta=852,
seq_no=72,	ch0=1752, ch1=2512, ch2=  26, ch3=2201, ch4=2156, ch5=  21, ts=1712137860222481,	delta=836,
seq_no=73,	ch0=2151, ch1=2439, ch2=  13, ch3=2325, ch4=1728, ch5=  12, ts=1712137860223322,	delta=841,
seq_no=74,	ch0=2400, ch1=2067, ch2=  21, ch3=2380, ch4=1376, ch5=  65, ts=1712137860224162,	delta=840,
seq_no=75,	ch0=2428, ch1=1645, ch2=  42, ch3=2397, ch4=1089, ch5= 420, ts=1712137860225007,	delta=845,
seq_no=76,	ch0=2471, ch1=1209, ch2= 301, ch3=2423, ch4= 769, ch5= 873, ts=1712137860225859,	delta=852,
seq_no=77,	ch0=2481, ch1= 805, ch2= 641, ch3=2432, ch4= 466, ch5=1328, ts=1712137860226697,	delta=838,
seq_no=78,	ch0=2469, ch1= 418, ch2=1068, ch3=2439, ch4= 249, ch5=1663, ts=1712137860227537,	delta=840,
seq_no=79,	ch0=2456, ch1= 170, ch2=1579, ch3=2385, ch4=   1, ch5=1953, ts=1712137860229065,	delta=1528,
seq_no=80,	ch0=2399, ch1=   0, ch2=1975, ch3=2262, ch4=  55, ch5=2272, ts=1712137860229286,	delta=221,
seq_no=81,	ch0=2302, ch1=   9, ch2=2415, ch3=1678, ch4=   0, ch5=2439, ts=1712137860231060,	delta=1774,
seq_no=82,	ch0=1936, ch1= 106, ch2=2656, ch3=1382, ch4= 123, ch5=2520, ts=1712137860231117,	delta=57,
seq_no=83,	ch0=1526, ch1=  64, ch2=2690, ch3=1094, ch4= 496, ch5=2548, ts=1712137860231849,	delta=732,
seq_no=84,	ch0=1128, ch1= 310, ch2=2726, ch3= 808, ch4= 940, ch5=2566, ts=1712137860232621,	delta=772,
seq_no=85,	ch0= 729, ch1= 641, ch2=2739, ch3= 493, ch4=1360, ch5=2556, ts=1712137860233476,	delta=855,
seq_no=86,	ch0= 397, ch1=1019, ch2=2736, ch3= 209, ch4=1707, ch5=2539, ts=1712137860234295,	delta=819,
seq_no=87,	ch0= 117, ch1=1462, ch2=2716, ch3=  14, ch4=1988, ch5=2486, ts=1712137860235129,	delta=834,
seq_no=88,	ch0=   0, ch1=1890, ch2=2682, ch3=  14, ch4=2279, ch5=2170, ts=1712137860235967,	delta=838,
seq_no=89,	ch0=   0, ch1=2284, ch2=2589, ch3=   0, ch4=2503, ch5=1734, ts=1712137860236809,	delta=842,
seq_no=90,	ch0=   0, ch1=2488, ch2=2176, ch3=  23, ch4=2548, ch5=1384, ts=1712137860237662,	delta=853,
seq_no=91,	ch0=  42, ch1=2542, ch2=1728, ch3= 251, ch4=2582, ch5=1104, ts=1712137860238496,	delta=834,
seq_no=92,	ch0= 293, ch1=2557, ch2=1231, ch3= 834, ch4=2605, ch5= 740, ts=1712137860239339,	delta=843,
seq_no=93,	ch0= 589, ch1=2568, ch2= 789, ch3=1254, ch4=2585, ch5= 461, ts=1712137860240182,	delta=843,
seq_no=94,	ch0=1042, ch1=2545, ch2= 428, ch3=1718, ch4=2557, ch5= 185, ts=1712137860241026,	delta=844,
seq_no=95,	ch0=1423, ch1=2542, ch2= 125, ch3=1947, ch4=2486, ch5=  23, ts=1712137860241873,	delta=847,
seq_no=96,	ch0=1820, ch1=2511, ch2=  23, ch3=2245, ch4=2068, ch5=   9, ts=1712137860242707,	delta=834,
seq_no=97,	ch0=2220, ch1=2391, ch2=  11, ch3=2276, ch4=1660, ch5=  10, ts=1712137860243550,	delta=843,
seq_no=98,	ch0=2408, ch1=1999, ch2=  16, ch3=2384, ch4=1322, ch5= 115, ts=1712137860246191,	delta=2641,
seq_no=99,	ch0=2452, ch1=1576, ch2=  71, ch3=2422, ch4=1052, ch5= 491, ts=1712137860246246,	delta=55,
seq_no=100,	ch0=2465, ch1=1145, ch2= 347, ch3=2423, ch4= 711, ch5= 952, ts=1712137860246275,	delta=29,
seq_no=101,	ch0=2481, ch1= 731, ch2= 716, ch3=2431, ch4= 413, ch5=1385, ts=1712137860246972,	delta=697,
seq_no=102,	ch0=2473, ch1= 362, ch2=1148, ch3=2406, ch4= 239, ch5=1731, ts=1712137860247786,	delta=814,
seq_no=103,	ch0=2451, ch1= 116, ch2=1600, ch3=2372, ch4=  12, ch5=2008, ts=1712137860248613,	delta=827,
